accession,link,date,country,region
MT412217,https://www.ncbi.nlm.nih.gov/nuccore/MT412217,2020-03-30,USA,Michigan
MT412216,https://www.ncbi.nlm.nih.gov/nuccore/MT412216,2020-03-26,USA,Michigan
MT412215,https://www.ncbi.nlm.nih.gov/nuccore/MT412215,2020-03-28,USA,Illinois
MT412214,https://www.ncbi.nlm.nih.gov/nuccore/MT412214,2020-03-27,USA,Michigan
MT412213,https://www.ncbi.nlm.nih.gov/nuccore/MT412213,2020-03-28,USA,Michigan
MT412212,https://www.ncbi.nlm.nih.gov/nuccore/MT412212,2020-03-26,USA,Michigan
MT412211,https://www.ncbi.nlm.nih.gov/nuccore/MT412211,2020-03-27,USA,Michigan
MT412210,https://www.ncbi.nlm.nih.gov/nuccore/MT412210,2020-03-27,USA,Michigan
MT412209,https://www.ncbi.nlm.nih.gov/nuccore/MT412209,2020-03-27,USA,Michigan
MT412208,https://www.ncbi.nlm.nih.gov/nuccore/MT412208,2020-03-26,USA,Michigan
MT412207,https://www.ncbi.nlm.nih.gov/nuccore/MT412207,2020-03-26,USA,Michigan
MT412206,https://www.ncbi.nlm.nih.gov/nuccore/MT412206,2020-03-26,USA,Michigan
MT412205,https://www.ncbi.nlm.nih.gov/nuccore/MT412205,2020-03-26,USA,Michigan
MT412204,https://www.ncbi.nlm.nih.gov/nuccore/MT412204,2020-03-25,USA,Michigan
MT412203,https://www.ncbi.nlm.nih.gov/nuccore/MT412203,2020-03-26,USA,Michigan
MT412202,https://www.ncbi.nlm.nih.gov/nuccore/MT412202,2020-03-26,USA,Michigan
MT412201,https://www.ncbi.nlm.nih.gov/nuccore/MT412201,2020-03-25,USA,Michigan
MT412200,https://www.ncbi.nlm.nih.gov/nuccore/MT412200,2020-03-26,USA,Michigan
MT412199,https://www.ncbi.nlm.nih.gov/nuccore/MT412199,2020-03-25,USA,Michigan
MT412198,https://www.ncbi.nlm.nih.gov/nuccore/MT412198,2020-03-24,USA,Michigan
MT412197,https://www.ncbi.nlm.nih.gov/nuccore/MT412197,2020-03-24,USA,Michigan
MT412196,https://www.ncbi.nlm.nih.gov/nuccore/MT412196,2020-03-21,USA,Michigan
MT412195,https://www.ncbi.nlm.nih.gov/nuccore/MT412195,2020-03-24,USA,Michigan
MT412194,https://www.ncbi.nlm.nih.gov/nuccore/MT412194,2020-03-23,USA,Michigan
MT412193,https://www.ncbi.nlm.nih.gov/nuccore/MT412193,2020-03-22,USA,Michigan
MT412192,https://www.ncbi.nlm.nih.gov/nuccore/MT412192,2020-03-22,USA,Michigan
MT412191,https://www.ncbi.nlm.nih.gov/nuccore/MT412191,2020-03-23,USA,Michigan
MT412190,https://www.ncbi.nlm.nih.gov/nuccore/MT412190,2020-03-23,USA,Michigan
MT412189,https://www.ncbi.nlm.nih.gov/nuccore/MT412189,2020-03-20,USA,Michigan
MT412188,https://www.ncbi.nlm.nih.gov/nuccore/MT412188,2020-03-20,USA,Michigan
MT412187,https://www.ncbi.nlm.nih.gov/nuccore/MT412187,2020-03-22,USA,Michigan
MT412186,https://www.ncbi.nlm.nih.gov/nuccore/MT412186,2020-03-22,USA,Michigan
MT412185,https://www.ncbi.nlm.nih.gov/nuccore/MT412185,2020-03-21,USA,Michigan
MT412184,https://www.ncbi.nlm.nih.gov/nuccore/MT412184,2020-03-21,USA,Michigan
MT412183,https://www.ncbi.nlm.nih.gov/nuccore/MT412183,2020-03-21,USA,Michigan
MT412182,https://www.ncbi.nlm.nih.gov/nuccore/MT412182,2020-03-21,USA,Michigan
MT412181,https://www.ncbi.nlm.nih.gov/nuccore/MT412181,2020-03-21,USA,Michigan
MT412180,https://www.ncbi.nlm.nih.gov/nuccore/MT412180,2020-03-21,USA,Michigan
MT412179,https://www.ncbi.nlm.nih.gov/nuccore/MT412179,2020-03-21,USA,Michigan
MT412178,https://www.ncbi.nlm.nih.gov/nuccore/MT412178,2020-03-20,USA,Michigan
MT412177,https://www.ncbi.nlm.nih.gov/nuccore/MT412177,2020-03-20,USA,Michigan
MT412176,https://www.ncbi.nlm.nih.gov/nuccore/MT412176,2020-03-16,USA,Michigan
MT412175,https://www.ncbi.nlm.nih.gov/nuccore/MT412175,2020-03-19,USA,Michigan
MT412174,https://www.ncbi.nlm.nih.gov/nuccore/MT412174,2020-03-20,USA,Michigan
MT412173,https://www.ncbi.nlm.nih.gov/nuccore/MT412173,2020-03-20,USA,Michigan
MT412172,https://www.ncbi.nlm.nih.gov/nuccore/MT412172,2020-03-20,USA,Michigan
MT412171,https://www.ncbi.nlm.nih.gov/nuccore/MT412171,2020-03-20,USA,Michigan
MT412170,https://www.ncbi.nlm.nih.gov/nuccore/MT412170,2020-03-19,USA,Michigan
MT412169,https://www.ncbi.nlm.nih.gov/nuccore/MT412169,2020-03-18,USA,Michigan
MT412168,https://www.ncbi.nlm.nih.gov/nuccore/MT412168,2020-03-19,USA,Michigan
MT412167,https://www.ncbi.nlm.nih.gov/nuccore/MT412167,2020-03-19,USA,Michigan
MT412166,https://www.ncbi.nlm.nih.gov/nuccore/MT412166,2020-03-19,USA,Michigan
MT412165,https://www.ncbi.nlm.nih.gov/nuccore/MT412165,2020-03-19,USA,Michigan
MT412164,https://www.ncbi.nlm.nih.gov/nuccore/MT412164,2020-03-19,USA,Michigan
MT412163,https://www.ncbi.nlm.nih.gov/nuccore/MT412163,2020-03-19,USA,Michigan
MT412162,https://www.ncbi.nlm.nih.gov/nuccore/MT412162,2020-03-19,USA,Michigan
MT412161,https://www.ncbi.nlm.nih.gov/nuccore/MT412161,2020-03-18,USA,Michigan
MT412160,https://www.ncbi.nlm.nih.gov/nuccore/MT412160,2020-03-18,USA,Michigan
MT412159,https://www.ncbi.nlm.nih.gov/nuccore/MT412159,2020-03-19,USA,Michigan
MT412158,https://www.ncbi.nlm.nih.gov/nuccore/MT412158,2020-03-18,USA,Michigan
MT412157,https://www.ncbi.nlm.nih.gov/nuccore/MT412157,2020-03-17,USA,Michigan
MT412156,https://www.ncbi.nlm.nih.gov/nuccore/MT412156,2020-03-17,USA,Michigan
MT412155,https://www.ncbi.nlm.nih.gov/nuccore/MT412155,2020-03-17,USA,Michigan
MT412154,https://www.ncbi.nlm.nih.gov/nuccore/MT412154,2020-03-15,USA,Michigan
MT412153,https://www.ncbi.nlm.nih.gov/nuccore/MT412153,2020-03-16,USA,Michigan
MT412152,https://www.ncbi.nlm.nih.gov/nuccore/MT412152,2020-03-17,USA,Michigan
MT412151,https://www.ncbi.nlm.nih.gov/nuccore/MT412151,2020-03-17,USA,Michigan
MT412150,https://www.ncbi.nlm.nih.gov/nuccore/MT412150,2020-03-14,USA,Michigan
MT412149,https://www.ncbi.nlm.nih.gov/nuccore/MT412149,2020-03-17,USA,Michigan
MT412148,https://www.ncbi.nlm.nih.gov/nuccore/MT412148,2020-03-17,USA,Michigan
MT412147,https://www.ncbi.nlm.nih.gov/nuccore/MT412147,2020-03-16,USA,Michigan
MT412146,https://www.ncbi.nlm.nih.gov/nuccore/MT412146,2020-03-16,USA,Michigan
MT412145,https://www.ncbi.nlm.nih.gov/nuccore/MT412145,2020-03-13,USA,Michigan
MT412144,https://www.ncbi.nlm.nih.gov/nuccore/MT412144,2020-03-14,USA,Michigan
MT412143,https://www.ncbi.nlm.nih.gov/nuccore/MT412143,2020-03-12,USA,Michigan
MT412142,https://www.ncbi.nlm.nih.gov/nuccore/MT412142,2020-03-13,USA,Michigan
MT412141,https://www.ncbi.nlm.nih.gov/nuccore/MT412141,2020-03-13,USA,Michigan
MT412140,https://www.ncbi.nlm.nih.gov/nuccore/MT412140,2020-03-14,USA,Michigan
MT412139,https://www.ncbi.nlm.nih.gov/nuccore/MT412139,2020-03-12,USA,Michigan
MT412138,https://www.ncbi.nlm.nih.gov/nuccore/MT412138,2020-03-13,USA,Michigan
MT412137,https://www.ncbi.nlm.nih.gov/nuccore/MT412137,2020-03-13,USA,Michigan
MT412136,https://www.ncbi.nlm.nih.gov/nuccore/MT412136,2020-03-12,USA,Michigan
MT412135,https://www.ncbi.nlm.nih.gov/nuccore/MT412135,2020-03-10,USA,Michigan
MT412134,https://www.ncbi.nlm.nih.gov/nuccore/MT412134,2020-02-24,China,NA
MT396266,https://www.ncbi.nlm.nih.gov/nuccore/MT396266,2020-04-24,Netherlands,Milheeze
MT396248,https://www.ncbi.nlm.nih.gov/nuccore/MT396248,2020-04-14,India,NA
MT396247,https://www.ncbi.nlm.nih.gov/nuccore/MT396247,2020-04-06,India,NA
MT396246,https://www.ncbi.nlm.nih.gov/nuccore/MT396246,2020-04-10,India,NA
MT396245,https://www.ncbi.nlm.nih.gov/nuccore/MT396245,2020-04-10,India,NA
MT396244,https://www.ncbi.nlm.nih.gov/nuccore/MT396244,2020-04-14,India,NA
MT396243,https://www.ncbi.nlm.nih.gov/nuccore/MT396243,2020-04-06,India,NA
MT396242,https://www.ncbi.nlm.nih.gov/nuccore/MT396242,2020-04-08,India,NA
MT396241,https://www.ncbi.nlm.nih.gov/nuccore/MT396241,2020-03-06,China,NA
MT394864,https://www.ncbi.nlm.nih.gov/nuccore/MT394864,2020-03-14,Germany,Dusseldorf
MT394531,https://www.ncbi.nlm.nih.gov/nuccore/MT394531,2020-03-31,USA,CA
MT394530,https://www.ncbi.nlm.nih.gov/nuccore/MT394530,2020-03-31,USA,CA
MT394529,https://www.ncbi.nlm.nih.gov/nuccore/MT394529,2020-03-24,USA,CA
MT394528,https://www.ncbi.nlm.nih.gov/nuccore/MT394528,2020-03-24,USA,CA
MT385497,https://www.ncbi.nlm.nih.gov/nuccore/MT385497,2020-03-25,USA,CA
MT385496,https://www.ncbi.nlm.nih.gov/nuccore/MT385496,2020-03-31,USA,CA
MT385495,https://www.ncbi.nlm.nih.gov/nuccore/MT385495,2020-03-28,USA,CA
MT385494,https://www.ncbi.nlm.nih.gov/nuccore/MT385494,2020-03-23,USA,CA
MT385493,https://www.ncbi.nlm.nih.gov/nuccore/MT385493,2020-03-25,USA,CA
MT385492,https://www.ncbi.nlm.nih.gov/nuccore/MT385492,2020-03-25,USA,CA
MT385491,https://www.ncbi.nlm.nih.gov/nuccore/MT385491,2020-03-31,USA,CA
MT385490,https://www.ncbi.nlm.nih.gov/nuccore/MT385490,2020-03-28,USA,CA
MT385489,https://www.ncbi.nlm.nih.gov/nuccore/MT385489,2020-03-28,USA,CA
MT385488,https://www.ncbi.nlm.nih.gov/nuccore/MT385488,2020-03-25,USA,CA
MT385487,https://www.ncbi.nlm.nih.gov/nuccore/MT385487,2020-03-25,USA,CA
MT385486,https://www.ncbi.nlm.nih.gov/nuccore/MT385486,2020-04-08,USA,CA
MT385485,https://www.ncbi.nlm.nih.gov/nuccore/MT385485,2020-04-08,USA,CA
MT385484,https://www.ncbi.nlm.nih.gov/nuccore/MT385484,2020-03-31,USA,CA
MT385483,https://www.ncbi.nlm.nih.gov/nuccore/MT385483,2020-03-28,USA,CA
MT385482,https://www.ncbi.nlm.nih.gov/nuccore/MT385482,2020-03-28,USA,CA
MT385481,https://www.ncbi.nlm.nih.gov/nuccore/MT385481,2020-03-28,USA,CA
MT385480,https://www.ncbi.nlm.nih.gov/nuccore/MT385480,2020-03-28,USA,CA
MT385479,https://www.ncbi.nlm.nih.gov/nuccore/MT385479,2020-03-31,USA,CA
MT385478,https://www.ncbi.nlm.nih.gov/nuccore/MT385478,2020-04-08,USA,CA
MT385477,https://www.ncbi.nlm.nih.gov/nuccore/MT385477,2020-04-08,USA,CA
MT385476,https://www.ncbi.nlm.nih.gov/nuccore/MT385476,2020-03-23,USA,CA
MT385475,https://www.ncbi.nlm.nih.gov/nuccore/MT385475,2020-04-03,USA,CA
MT385474,https://www.ncbi.nlm.nih.gov/nuccore/MT385474,2020-03-28,USA,CA
MT385473,https://www.ncbi.nlm.nih.gov/nuccore/MT385473,2020-03-28,USA,CA
MT385472,https://www.ncbi.nlm.nih.gov/nuccore/MT385472,2020-03-25,USA,CA
MT385471,https://www.ncbi.nlm.nih.gov/nuccore/MT385471,2020-04-08,USA,CA
MT385470,https://www.ncbi.nlm.nih.gov/nuccore/MT385470,2020-04-08,USA,CA
MT385469,https://www.ncbi.nlm.nih.gov/nuccore/MT385469,2020-03-25,USA,CA
MT385468,https://www.ncbi.nlm.nih.gov/nuccore/MT385468,2020-04-08,USA,CA
MT385467,https://www.ncbi.nlm.nih.gov/nuccore/MT385467,2020-04-08,USA,CA
MT385466,https://www.ncbi.nlm.nih.gov/nuccore/MT385466,2020-03-23,USA,CA
MT385465,https://www.ncbi.nlm.nih.gov/nuccore/MT385465,2020-03-28,USA,CA
MT385464,https://www.ncbi.nlm.nih.gov/nuccore/MT385464,2020-03-23,USA,CA
MT385463,https://www.ncbi.nlm.nih.gov/nuccore/MT385463,2020-03-25,USA,CA
MT385462,https://www.ncbi.nlm.nih.gov/nuccore/MT385462,2020-03-23,USA,CA
MT385461,https://www.ncbi.nlm.nih.gov/nuccore/MT385461,2020-03-25,USA,CA
MT385460,https://www.ncbi.nlm.nih.gov/nuccore/MT385460,2020-03-28,USA,CA
MT385459,https://www.ncbi.nlm.nih.gov/nuccore/MT385459,2020-03-25,USA,CA
MT385458,https://www.ncbi.nlm.nih.gov/nuccore/MT385458,2020-03-23,USA,CA
MT385457,https://www.ncbi.nlm.nih.gov/nuccore/MT385457,2020-03-28,USA,CA
MT385456,https://www.ncbi.nlm.nih.gov/nuccore/MT385456,2020-03-28,USA,CA
MT385455,https://www.ncbi.nlm.nih.gov/nuccore/MT385455,2020-04-08,USA,CA
MT385454,https://www.ncbi.nlm.nih.gov/nuccore/MT385454,2020-03-28,USA,CA
MT385453,https://www.ncbi.nlm.nih.gov/nuccore/MT385453,2020-03-28,USA,CA
MT385452,https://www.ncbi.nlm.nih.gov/nuccore/MT385452,2020-04-03,USA,CA
MT385451,https://www.ncbi.nlm.nih.gov/nuccore/MT385451,2020-04-08,USA,CA
MT385450,https://www.ncbi.nlm.nih.gov/nuccore/MT385450,2020-03-31,USA,CA
MT385449,https://www.ncbi.nlm.nih.gov/nuccore/MT385449,2020-03-31,USA,CA
MT385448,https://www.ncbi.nlm.nih.gov/nuccore/MT385448,2020-03-23,USA,CA
MT385447,https://www.ncbi.nlm.nih.gov/nuccore/MT385447,2020-03-31,USA,CA
MT385446,https://www.ncbi.nlm.nih.gov/nuccore/MT385446,2020-03-23,USA,CA
MT385445,https://www.ncbi.nlm.nih.gov/nuccore/MT385445,2020-03-25,USA,CA
MT385444,https://www.ncbi.nlm.nih.gov/nuccore/MT385444,2020-03-31,USA,CA
MT385443,https://www.ncbi.nlm.nih.gov/nuccore/MT385443,2020-03-28,USA,CA
MT385442,https://www.ncbi.nlm.nih.gov/nuccore/MT385442,2020-04-03,USA,CA
MT385441,https://www.ncbi.nlm.nih.gov/nuccore/MT385441,2020-03-25,USA,CA
MT385440,https://www.ncbi.nlm.nih.gov/nuccore/MT385440,2020-03-23,USA,CA
MT385439,https://www.ncbi.nlm.nih.gov/nuccore/MT385439,2020-03-28,USA,CA
MT385438,https://www.ncbi.nlm.nih.gov/nuccore/MT385438,2020-04-08,USA,CA
MT385437,https://www.ncbi.nlm.nih.gov/nuccore/MT385437,2020-03-28,USA,CA
MT385436,https://www.ncbi.nlm.nih.gov/nuccore/MT385436,2020-03-25,USA,CA
MT385435,https://www.ncbi.nlm.nih.gov/nuccore/MT385435,2020-04-08,USA,CA
MT385434,https://www.ncbi.nlm.nih.gov/nuccore/MT385434,2020-03-28,USA,CA
MT385433,https://www.ncbi.nlm.nih.gov/nuccore/MT385433,2020-04-08,USA,CA
MT385432,https://www.ncbi.nlm.nih.gov/nuccore/MT385432,2020-03-28,USA,CA
MT385431,https://www.ncbi.nlm.nih.gov/nuccore/MT385431,2020-03-18,USA,CA
MT385430,https://www.ncbi.nlm.nih.gov/nuccore/MT385430,2020-03-28,USA,CA
MT385429,https://www.ncbi.nlm.nih.gov/nuccore/MT385429,2020-03-28,USA,CA
MT385428,https://www.ncbi.nlm.nih.gov/nuccore/MT385428,2020-03-28,USA,CA
MT385427,https://www.ncbi.nlm.nih.gov/nuccore/MT385427,2020-04-08,USA,CA
MT385426,https://www.ncbi.nlm.nih.gov/nuccore/MT385426,2020-03-28,USA,CA
MT385425,https://www.ncbi.nlm.nih.gov/nuccore/MT385425,2020-03-25,USA,CA
MT385424,https://www.ncbi.nlm.nih.gov/nuccore/MT385424,2020-03-28,USA,CA
MT385423,https://www.ncbi.nlm.nih.gov/nuccore/MT385423,2020-03-28,USA,CA
MT385422,https://www.ncbi.nlm.nih.gov/nuccore/MT385422,2020-03-28,USA,CA
MT385421,https://www.ncbi.nlm.nih.gov/nuccore/MT385421,2020-03-25,USA,CA
MT385420,https://www.ncbi.nlm.nih.gov/nuccore/MT385420,2020-03-28,USA,CA
MT385419,https://www.ncbi.nlm.nih.gov/nuccore/MT385419,2020-04-08,USA,CA
MT385418,https://www.ncbi.nlm.nih.gov/nuccore/MT385418,2020-03-23,USA,CA
MT385417,https://www.ncbi.nlm.nih.gov/nuccore/MT385417,2020-04-08,USA,CA
MT385416,https://www.ncbi.nlm.nih.gov/nuccore/MT385416,2020-04-08,USA,CA
MT385415,https://www.ncbi.nlm.nih.gov/nuccore/MT385415,2020-03-28,USA,CA
MT385414,https://www.ncbi.nlm.nih.gov/nuccore/MT385414,2020-03-28,USA,CA
MT380734,https://www.ncbi.nlm.nih.gov/nuccore/MT380734,2020-03-23,USA,NA
MT380733,https://www.ncbi.nlm.nih.gov/nuccore/MT380733,2020-03-28,USA,NA
MT380732,https://www.ncbi.nlm.nih.gov/nuccore/MT380732,2020-03-22,USA,NA
MT380731,https://www.ncbi.nlm.nih.gov/nuccore/MT380731,2020-03-20,USA,NA
MT380730,https://www.ncbi.nlm.nih.gov/nuccore/MT380730,2020-04-01,USA,NA
MT380729,https://www.ncbi.nlm.nih.gov/nuccore/MT380729,2020-03-31,USA,NA
MT380728,https://www.ncbi.nlm.nih.gov/nuccore/MT380728,2020-03-29,USA,NA
MT380727,https://www.ncbi.nlm.nih.gov/nuccore/MT380727,2020-04-20,Iran,NA
MT380726,https://www.ncbi.nlm.nih.gov/nuccore/MT380726,2020-04-20,Iran,NA
MT375483,https://www.ncbi.nlm.nih.gov/nuccore/MT375483,2020-04-02,USA,NA
MT375482,https://www.ncbi.nlm.nih.gov/nuccore/MT375482,2020-04-02,USA,WA
MT375481,https://www.ncbi.nlm.nih.gov/nuccore/MT375481,2020-04-02,USA,WA
MT375480,https://www.ncbi.nlm.nih.gov/nuccore/MT375480,2020-04-02,USA,WA
MT375479,https://www.ncbi.nlm.nih.gov/nuccore/MT375479,2020-04-02,USA,WA
MT375478,https://www.ncbi.nlm.nih.gov/nuccore/MT375478,2020-04-02,USA,WA
MT375477,https://www.ncbi.nlm.nih.gov/nuccore/MT375477,2020-04-02,USA,WA
MT375476,https://www.ncbi.nlm.nih.gov/nuccore/MT375476,2020-04-02,USA,WA
MT375475,https://www.ncbi.nlm.nih.gov/nuccore/MT375475,2020-04-08,USA,WA
MT375474,https://www.ncbi.nlm.nih.gov/nuccore/MT375474,2020-04-06,USA,CT
MT375473,https://www.ncbi.nlm.nih.gov/nuccore/MT375473,2020-04-08,USA,WA
MT375472,https://www.ncbi.nlm.nih.gov/nuccore/MT375472,2020-04-08,USA,NA
MT375471,https://www.ncbi.nlm.nih.gov/nuccore/MT375471,2020-04-06,USA,CT
MT375470,https://www.ncbi.nlm.nih.gov/nuccore/MT375470,2020-04-06,USA,CT
MT375469,https://www.ncbi.nlm.nih.gov/nuccore/MT375469,2020-04-07,USA,CT
MT375468,https://www.ncbi.nlm.nih.gov/nuccore/MT375468,2020-04-07,USA,WA
MT375467,https://www.ncbi.nlm.nih.gov/nuccore/MT375467,2020-04-07,USA,WA
MT375466,https://www.ncbi.nlm.nih.gov/nuccore/MT375466,2020-04-07,USA,WA
MT375465,https://www.ncbi.nlm.nih.gov/nuccore/MT375465,2020-04-07,USA,WA
MT375464,https://www.ncbi.nlm.nih.gov/nuccore/MT375464,2020-04-08,USA,WA
MT375463,https://www.ncbi.nlm.nih.gov/nuccore/MT375463,2020-04-07,USA,WA
MT375462,https://www.ncbi.nlm.nih.gov/nuccore/MT375462,2020-04-06,USA,WA
MT375461,https://www.ncbi.nlm.nih.gov/nuccore/MT375461,2020-04-06,USA,WA
MT375460,https://www.ncbi.nlm.nih.gov/nuccore/MT375460,2020-04-06,USA,WA
MT375459,https://www.ncbi.nlm.nih.gov/nuccore/MT375459,2020-04-05,USA,WA
MT375458,https://www.ncbi.nlm.nih.gov/nuccore/MT375458,2020-04-06,USA,WA
MT375457,https://www.ncbi.nlm.nih.gov/nuccore/MT375457,2020-04-06,USA,NA
MT375456,https://www.ncbi.nlm.nih.gov/nuccore/MT375456,2020-03-27,USA,WA
MT375455,https://www.ncbi.nlm.nih.gov/nuccore/MT375455,2020-03-28,USA,WA
MT375454,https://www.ncbi.nlm.nih.gov/nuccore/MT375454,2020-03-27,USA,WA
MT375453,https://www.ncbi.nlm.nih.gov/nuccore/MT375453,2020-03-27,USA,WA
MT375452,https://www.ncbi.nlm.nih.gov/nuccore/MT375452,2020-03-28,USA,WA
MT375451,https://www.ncbi.nlm.nih.gov/nuccore/MT375451,2020-03-27,USA,WA
MT375450,https://www.ncbi.nlm.nih.gov/nuccore/MT375450,2020-03-28,USA,WA
MT375449,https://www.ncbi.nlm.nih.gov/nuccore/MT375449,2020-03-28,USA,WA
MT375448,https://www.ncbi.nlm.nih.gov/nuccore/MT375448,2020-03-27,USA,WA
MT375447,https://www.ncbi.nlm.nih.gov/nuccore/MT375447,2020-03-25,USA,WA
MT375446,https://www.ncbi.nlm.nih.gov/nuccore/MT375446,2020-03-28,USA,WA
MT375445,https://www.ncbi.nlm.nih.gov/nuccore/MT375445,2020-03-29,USA,WA
MT375444,https://www.ncbi.nlm.nih.gov/nuccore/MT375444,2020-03-29,USA,WA
MT375443,https://www.ncbi.nlm.nih.gov/nuccore/MT375443,2020-03-26,USA,WA
MT375442,https://www.ncbi.nlm.nih.gov/nuccore/MT375442,2020-03-26,USA,WA
MT375441,https://www.ncbi.nlm.nih.gov/nuccore/MT375441,2020-03-26,USA,WA
MT375440,https://www.ncbi.nlm.nih.gov/nuccore/MT375440,2020-03-31,USA,WA
MT375439,https://www.ncbi.nlm.nih.gov/nuccore/MT375439,2020-03-30,USA,ID
MT375438,https://www.ncbi.nlm.nih.gov/nuccore/MT375438,2020-03-31,USA,WA
MT375437,https://www.ncbi.nlm.nih.gov/nuccore/MT375437,2020-03-31,USA,WA
MT375436,https://www.ncbi.nlm.nih.gov/nuccore/MT375436,2020-03-31,USA,WA
MT375435,https://www.ncbi.nlm.nih.gov/nuccore/MT375435,2020-03-31,USA,WA
MT375434,https://www.ncbi.nlm.nih.gov/nuccore/MT375434,2020-03-31,USA,WA
MT375433,https://www.ncbi.nlm.nih.gov/nuccore/MT375433,2020-03-30,USA,WA
MT375432,https://www.ncbi.nlm.nih.gov/nuccore/MT375432,2020-03-30,USA,WA
MT375431,https://www.ncbi.nlm.nih.gov/nuccore/MT375431,2020-03-29,USA,ID
MT375430,https://www.ncbi.nlm.nih.gov/nuccore/MT375430,2020-03-31,USA,WA
MT375429,https://www.ncbi.nlm.nih.gov/nuccore/MT375429,2020-03-29,USA,ID
MT375428,https://www.ncbi.nlm.nih.gov/nuccore/MT375428,2020-03-29,USA,WA
MT374116,https://www.ncbi.nlm.nih.gov/nuccore/MT374116,2020-03-18,Taiwan,NA
MT374115,https://www.ncbi.nlm.nih.gov/nuccore/MT374115,2020-03-18,Taiwan,NA
MT374114,https://www.ncbi.nlm.nih.gov/nuccore/MT374114,2020-03-18,Taiwan,NA
MT374113,https://www.ncbi.nlm.nih.gov/nuccore/MT374113,2020-03-17,Taiwan,NA
MT374112,https://www.ncbi.nlm.nih.gov/nuccore/MT374112,2020-03-16,Taiwan,NA
MT374111,https://www.ncbi.nlm.nih.gov/nuccore/MT374111,2020-03-17,Taiwan,NA
MT374110,https://www.ncbi.nlm.nih.gov/nuccore/MT374110,2020-03-17,Taiwan,NA
MT374109,https://www.ncbi.nlm.nih.gov/nuccore/MT374109,2020-03-17,Taiwan,NA
MT374108,https://www.ncbi.nlm.nih.gov/nuccore/MT374108,2020-03-14,Taiwan,NA
MT374107,https://www.ncbi.nlm.nih.gov/nuccore/MT374107,2020-03-14,Taiwan,NA
MT374106,https://www.ncbi.nlm.nih.gov/nuccore/MT374106,2020-03-13,Taiwan,NA
MT374105,https://www.ncbi.nlm.nih.gov/nuccore/MT374105,2020-03-13,Taiwan,NA
MT374104,https://www.ncbi.nlm.nih.gov/nuccore/MT374104,2020-03-10,Taiwan,NA
MT374103,https://www.ncbi.nlm.nih.gov/nuccore/MT374103,2020-03-09,Taiwan,NA
MT374102,https://www.ncbi.nlm.nih.gov/nuccore/MT374102,2020-03-05,Taiwan,NA
MT374101,https://www.ncbi.nlm.nih.gov/nuccore/MT374101,2020-02-04,Taiwan,NA
MT372483,https://www.ncbi.nlm.nih.gov/nuccore/MT372483,2020-03-14,Malaysia,NA
MT372482,https://www.ncbi.nlm.nih.gov/nuccore/MT372482,2020-03-20,Malaysia,NA
MT372481,https://www.ncbi.nlm.nih.gov/nuccore/MT372481,2020-03-20,Malaysia,NA
MT372480,https://www.ncbi.nlm.nih.gov/nuccore/MT372480,2020-03-18,Malaysia,NA
MT371574,https://www.ncbi.nlm.nih.gov/nuccore/MT371574,2020-03-18,Czech Republic,NA
MT371573,https://www.ncbi.nlm.nih.gov/nuccore/MT371573,2020-03-17,Czech Republic,NA
MT371572,https://www.ncbi.nlm.nih.gov/nuccore/MT371572,2020-03-19,Czech Republic,NA
MT371571,https://www.ncbi.nlm.nih.gov/nuccore/MT371571,2020-03-18,Czech Republic,NA
MT371570,https://www.ncbi.nlm.nih.gov/nuccore/MT371570,2020-03-21,Czech Republic,NA
MT371569,https://www.ncbi.nlm.nih.gov/nuccore/MT371569,2020-03-19,Czech Republic,NA
MT371568,https://www.ncbi.nlm.nih.gov/nuccore/MT371568,2020-03-22,Czech Republic,NA
MT371050,https://www.ncbi.nlm.nih.gov/nuccore/MT371050,2020-03-31,Sri Lanka,NA
MT371049,https://www.ncbi.nlm.nih.gov/nuccore/MT371049,2020-03-19,Sri Lanka,NA
MT371048,https://www.ncbi.nlm.nih.gov/nuccore/MT371048,2020-03-10,Sri Lanka,NA
MT371047,https://www.ncbi.nlm.nih.gov/nuccore/MT371047,2020-03-16,Sri Lanka,NA
MT371038,https://www.ncbi.nlm.nih.gov/nuccore/MT371038,2020-03-19,USA,NY
MT371037,https://www.ncbi.nlm.nih.gov/nuccore/MT371037,2020-03-19,USA,NY
MT371036,https://www.ncbi.nlm.nih.gov/nuccore/MT371036,2020-03-20,USA,NY
MT371035,https://www.ncbi.nlm.nih.gov/nuccore/MT371035,2020-03-21,USA,NY
MT371034,https://www.ncbi.nlm.nih.gov/nuccore/MT371034,2020-03-22,USA,NY
MT371033,https://www.ncbi.nlm.nih.gov/nuccore/MT371033,2020-03-21,USA,NY
MT371032,https://www.ncbi.nlm.nih.gov/nuccore/MT371032,2020-03-19,USA,NY
MT371031,https://www.ncbi.nlm.nih.gov/nuccore/MT371031,2020-03-20,USA,NY
MT371030,https://www.ncbi.nlm.nih.gov/nuccore/MT371030,2020-03-19,USA,NY
MT371029,https://www.ncbi.nlm.nih.gov/nuccore/MT371029,2020-03-20,USA,NY
MT371028,https://www.ncbi.nlm.nih.gov/nuccore/MT371028,2020-03-21,USA,NY
MT371027,https://www.ncbi.nlm.nih.gov/nuccore/MT371027,2020-03-20,USA,NY
MT371026,https://www.ncbi.nlm.nih.gov/nuccore/MT371026,2020-03-19,USA,NY
